City,LAT,LON,Weather,Desription,Temp,Temp Feels,Temp Min,Temp Max,Pressure,Humidity,Visibility,Clouds,Wind Speed,country
Itanhém,-17.1664,-40.33,Clouds,overcast clouds,294.74,295.3,294.74,294.74,1016,90,10000,91,1.55,BR
Morondava,-20.2833,44.2833,Clear,clear sky,298.97,299.44,298.97,298.97,1014,70,10000,1,2.66,MG
Portoferraio,42.8115,10.3146,Clouds,overcast clouds,288.52,288.67,288.15,288.71,1004,98,10000,91,1.34,IT
Ciudad Bolivar,8.1222,-63.5497,Clouds,overcast clouds,299.93,301.5,299.93,299.93,1011,68,10000,95,4.05,VE
Mormugao,15.4,73.8,Mist,mist,303.15,310.54,303.15,303.15,1011,79,5000,20,1.03,IN
Yabēlo,4.8833,38.0833,Clouds,overcast clouds,290.73,290.42,290.73,290.73,1014,72,10000,85,3.68,ET
Shahr-e Bābak,30.1165,55.1186,Clouds,overcast clouds,294.27,293.14,294.27,294.27,1014,27,10000,98,2.28,IR
Sabzawār,36.2126,57.6819,Clouds,broken clouds,296.15,295.5,296.15,296.15,1016,38,10000,75,5.14,IR
Aktash,50.3,87.7333,Clouds,broken clouds,283.71,282.05,283.71,283.71,1014,47,10000,76,2.85,RU
Portland,45.5234,-122.6762,Clear,clear sky,288.24,287.14,287.04,289.26,1023,51,10000,1,0.33,US
Ladário,-19.0047,-57.6017,Clouds,broken clouds,291.5,290.83,291.5,291.5,1016,55,10000,66,1.93,BR
Laguna,38.421,-121.4238,Clear,clear sky,292.82,291.63,292.04,294.15,1019,30,10000,1,4.12,US
Dwārka,22.2394,68.9678,Clouds,overcast clouds,302.53,305.37,302.53,302.53,1012,63,10000,98,4.32,IN
Pyn U Lwin,22.0333,96.4667,Clouds,broken clouds,303.15,308.19,303.15,303.15,1013,70,6000,75,5.14,MM
Sæby,57.3319,10.5225,Clouds,broken clouds,275.45,272.34,274.82,276.15,1009,87,10000,82,3.09,DK
Korem,12.5058,39.5228,Rain,light rain,287.05,286.64,287.05,287.05,1017,82,10000,83,2.22,ET
Vestmanna,62.1564,-7.1664,Clouds,scattered clouds,276.15,271.91,276.15,276.15,1023,75,10000,48,5.14,FO
Dudinka,69.4058,86.1778,Clouds,overcast clouds,273.53,270.48,273.53,273.53,1006,99,41,100,2.6,RU
Sidi Ali,36.0998,0.4206,Clouds,few clouds,287.38,286.79,287.38,287.38,1010,74,10000,14,3.85,DZ
Bani Walid,31.7566,13.9942,Clouds,overcast clouds,302.13,300.8,302.13,302.13,1012,26,10000,100,9.27,LY
Magnitogorsk,53.4186,59.0472,Clouds,scattered clouds,280.15,276.23,280.15,280.15,1016,49,10000,40,7.0,RU
Spassk,52.747,87.7545,Clouds,overcast clouds,285.73,285.05,285.73,285.73,1015,77,10000,95,2.08,RU
Partizanskoye,55.5006,94.39,Rain,light rain,277.03,272.15,277.03,277.03,1016,94,10000,100,7.2,RU
Puerto Carreño,6.189,-67.4859,Clouds,overcast clouds,297.15,298.01,297.15,297.15,1011,92,10000,100,2.14,CO
Havre-St-Pierre,50.2334,-63.5986,Clouds,broken clouds,277.15,274.8,277.15,277.15,1007,93,10000,75,2.57,CA
Havelock,34.8791,-76.9013,Clear,clear sky,292.77,293.09,292.04,293.71,1018,88,10000,1,5.66,US
Barra do Garças,-15.89,-52.2567,Clouds,overcast clouds,294.92,294.8,294.92,294.92,1013,63,10000,100,1.32,BR
Gijón,43.5357,-5.6615,Clouds,broken clouds,283.78,283.04,283.15,284.82,1010,82,10000,82,0.3,ES
Timberlake,37.3207,-79.2575,Clouds,broken clouds,295.04,294.96,294.82,295.15,1014,64,10000,75,2.57,US
Bud,39.447,-86.1758,Clouds,overcast clouds,292.04,292.57,292.04,292.04,1009,99,10000,100,5.43,US
Ahtopol,42.1,27.95,Clouds,few clouds,284.15,283.45,284.15,284.15,1015,82,10000,20,3.16,BG
Belmonte,-15.8631,-38.8828,Clouds,broken clouds,296.15,296.8,296.15,296.15,1015,88,8000,75,2.57,BR
Bekovo,52.4663,43.712,Clear,clear sky,280.34,277.88,280.34,280.34,1023,62,10000,7,3.67,RU
Daniel Flores,9.3355,-83.6694,Clouds,overcast clouds,294.72,295.31,294.72,294.72,1015,91,10000,92,0.67,CR
Archidona,37.0965,-4.3887,Clouds,few clouds,285.02,284.17,282.59,287.59,1007,73,10000,15,0.86,ES
Kotido,2.9806,34.1331,Clouds,overcast clouds,295.63,295.6,295.63,295.63,1012,64,10000,96,5.22,UG
Yuci,37.6803,112.7319,Clear,clear sky,293.15,291.6,293.15,293.15,1007,15,10000,0,8.0,CN
Aksarka,66.5606,67.7975,Clouds,overcast clouds,269.54,263.93,269.54,269.54,1006,86,10000,99,4.68,RU
Banda Aceh,5.5577,95.3222,Clouds,overcast clouds,303.0,307.14,303.0,303.0,1011,67,10000,100,2.2,ID
Pokoynoye,44.8097,44.2517,Clouds,broken clouds,285.86,285.07,285.86,285.86,1021,72,10000,63,6.15,RU
Port Hedland,-20.3167,118.5667,Clear,clear sky,308.15,305.8,308.15,308.15,1013,16,10000,0,6.69,AU
Mweka,-4.85,21.5667,Rain,light rain,293.5,294.18,293.5,293.5,1011,99,10000,100,0.52,CD
Atherton,53.5237,-2.4935,Clouds,broken clouds,277.3,277.3,276.48,278.15,1012,78,10000,64,0.89,GB
Lillooet,50.6856,-121.942,Clouds,overcast clouds,285.95,284.7,283.15,287.15,1022,54,10000,90,6.69,CA
Vilyuysk,63.7553,121.6247,Clouds,broken clouds,274.93,272.86,274.93,274.93,1023,79,10000,54,1.92,RU
Jati,24.3539,68.2671,Clouds,few clouds,305.92,307.0,305.92,305.92,1010,42,10000,20,5.66,PK
Marsaxlokk,35.8419,14.5431,Clear,clear sky,290.24,290.15,290.15,290.37,1011,82,10000,0,2.57,MT
Miyako,39.6367,141.9525,Clouds,overcast clouds,284.43,284.15,284.43,284.43,1012,97,3882,100,1.4,JP
Barranca,-10.75,-77.7667,Clouds,scattered clouds,291.99,292.18,291.99,291.99,1014,86,10000,33,3.08,PE
Diphu,25.8333,93.4333,Haze,haze,307.15,307.62,307.15,307.15,1013,36,2000,16,2.57,IN
Mongo,12.1844,18.693,Clouds,broken clouds,300.64,301.13,300.64,300.64,1008,51,10000,83,2.7,TD
Bay Roberts,47.5999,-53.2648,Clouds,overcast clouds,276.15,276.15,275.93,276.48,1008,91,10000,100,0.45,CA
Bilibino,68.0546,166.4372,Clouds,overcast clouds,270.94,268.72,270.94,270.94,1021,78,10000,97,1.59,RU
Bonnyville,54.2668,-110.735,Clouds,overcast clouds,273.16,270.07,272.15,274.15,1019,69,10000,90,2.57,CA
Sibolga,1.7427,98.7792,Clouds,overcast clouds,302.11,306.55,302.11,302.11,1012,74,10000,100,1.96,ID
Alugan,12.2188,125.4808,Clouds,few clouds,301.42,304.06,301.42,301.42,1010,68,10000,12,4.59,PH
Gamba,-2.65,10.0,Clouds,overcast clouds,297.38,298.26,297.38,297.38,1010,92,10000,100,1.49,GA
Porto-Novo,6.4965,2.6036,Clouds,few clouds,298.15,299.16,298.15,298.15,1008,94,6000,20,1.03,BJ
Kavaratti,10.5669,72.642,Clouds,few clouds,302.38,305.81,302.38,302.38,1013,67,10000,12,1.42,IN
Lashio,22.9333,97.75,Clear,clear sky,308.15,307.24,308.15,308.15,1011,27,10000,0,1.37,MM
Aloleng,16.1307,119.7824,Clouds,broken clouds,301.94,304.28,301.94,301.94,1011,63,10000,65,4.97,PH
Comodoro Rivadavia,-45.8667,-67.5,Clear,clear sky,287.15,286.22,287.15,287.15,1013,62,10000,0,3.6,AR
Asău,46.4333,26.4,Clouds,broken clouds,278.15,278.15,278.15,278.15,1014,63,10000,80,1.22,RO
Ereymentau,51.6199,73.1033,Clouds,overcast clouds,287.57,286.48,287.57,287.57,1011,54,10000,100,2.42,KZ
Ipixuna,-1.7625,-48.8043,Clear,clear sky,298.15,299.16,298.15,298.15,1012,94,10000,0,2.06,BR
Moose Factory,51.2585,-80.6094,Clear,clear sky,272.15,268.37,272.15,272.15,1016,74,10000,1,3.09,CA
Prince Albert,53.2001,-105.7677,Clouds,overcast clouds,274.15,271.79,274.15,274.15,1018,75,10000,90,2.06,CA
Bannu,32.9854,70.6027,Clouds,broken clouds,306.06,304.07,306.06,306.06,1010,21,10000,70,0.75,PK
Kollegāl,12.15,77.1167,Clouds,scattered clouds,300.15,302.35,300.15,300.15,1016,74,6000,40,2.06,IN
Duma,34.7653,108.135,Clouds,few clouds,301.15,300.08,301.15,301.15,1010,26,10000,20,7.0,CN
Qui Nhon,13.7667,109.2333,Clouds,overcast clouds,301.46,304.28,301.46,301.46,1013,69,10000,100,4.76,VN
Tahe,52.3333,124.7333,Clouds,overcast clouds,283.74,281.46,283.74,283.74,1001,23,10000,94,5.63,CN
San Ramon,37.7799,-121.978,Clear,clear sky,290.38,289.05,289.15,292.15,1021,34,10000,1,2.06,US
Włodawa,51.55,23.55,Clouds,broken clouds,278.15,274.91,278.15,278.15,660,86,10000,72,4.18,PL
Powell River,49.8496,-124.5361,Mist,mist,282.41,280.72,282.04,283.15,1027,87,8047,90,3.09,CA
Uttaradit,17.6667,100.5,Clouds,broken clouds,302.15,306.64,302.15,302.15,1014,74,10000,75,1.03,TH
Celestún,20.8667,-90.4,Clear,clear sky,300.93,302.08,300.93,300.93,1010,58,10000,0,7.57,MX
Verāval,20.9,70.3667,Clouds,broken clouds,303.83,306.23,303.83,303.83,1012,55,10000,64,3.51,IN
Antofagasta,-23.65,-70.4,Clear,clear sky,288.15,287.85,288.15,288.15,1017,82,10000,0,1.54,CL
Khilok,51.3674,110.4676,Clear,clear sky,279.13,277.3,279.13,279.13,1007,22,10000,3,2.39,RU
Srednekolymsk,67.45,153.6833,Clouds,overcast clouds,271.99,268.45,271.99,271.99,1024,82,10000,93,2.8,RU
Najrān,17.4924,44.1277,Clouds,scattered clouds,296.15,296.07,296.15,296.15,1018,60,8000,40,8.23,SA
Kangaatsiaq,68.3065,-53.4641,Clouds,overcast clouds,272.8,267.57,272.8,272.8,1031,82,10000,89,5.4,GL
Horta,38.5333,-28.6333,Clouds,scattered clouds,287.31,286.66,287.31,287.31,1022,72,10000,49,5.04,PT
Nové Město na Moravě,49.5614,16.0742,Clouds,overcast clouds,279.62,277.05,278.71,280.93,1007,98,2233,100,3.58,CZ
Belmopan,17.25,-88.7667,Clear,clear sky,299.64,299.64,299.15,300.37,1013,73,10000,0,1.56,BZ
Verkhniy Avzyan,53.5289,57.5372,Clouds,few clouds,278.88,276.11,278.88,278.88,1018,64,10000,24,3.65,RU
Savelugu,9.6244,-0.8253,Clouds,overcast clouds,300.61,303.02,300.61,300.61,1008,72,10000,100,3.59,GH
Acapulco de Juárez,16.8634,-99.8901,Clouds,overcast clouds,298.99,299.72,298.99,298.99,1013,80,10000,91,1.83,MX
General Pico,-35.6566,-63.7568,Clear,clear sky,286.01,285.68,286.01,286.01,1020,89,10000,0,3.26,AR
Maracaçumé,-2.0428,-45.9592,Clouds,overcast clouds,295.29,296.09,295.29,295.29,1010,97,10000,96,0.7,BR
Denpasar,-8.65,115.2167,Clouds,few clouds,303.15,308.19,303.15,303.15,1011,70,10000,20,4.63,ID
Kidodi,-7.6036,37.0044,Clouds,scattered clouds,295.94,296.73,295.94,295.94,1015,94,10000,32,0.8,TZ
Chikhli,20.35,76.25,Clouds,broken clouds,308.74,306.5,308.74,308.74,1011,17,10000,54,5.0,IN
Mattru,7.6244,-11.8332,Clouds,broken clouds,297.65,298.48,297.65,297.65,1010,89,10000,80,0.79,SL
Estelle,29.8458,-90.1067,Clouds,broken clouds,296.71,297.42,295.93,297.15,1015,88,10000,75,5.14,US
Chilca,-12.5211,-76.7372,Clouds,overcast clouds,290.84,291.12,290.15,291.48,1014,94,8000,90,2.57,PE
Mugur-Aksy,50.35,90.5,Clouds,few clouds,282.3,280.37,282.3,282.3,1015,56,10000,17,3.47,RU
Severnyy,50.677,36.5532,Clear,clear sky,278.15,276.52,278.15,278.15,1022,56,10000,0,2.0,RU
Kropotkin,45.4375,40.5756,Clouds,broken clouds,283.15,280.13,283.15,283.15,1020,85,10000,56,6.87,RU
San Andrés,12.5847,-81.7006,Clouds,few clouds,300.15,302.7,300.15,300.15,1013,78,10000,20,3.6,CO
Riviere-au-Renard,48.9957,-64.3971,Clouds,broken clouds,277.15,274.8,277.15,277.15,1009,81,10000,75,2.57,CA
Tingi,-11.3,35.0333,Clouds,overcast clouds,291.28,291.58,291.28,291.28,1016,93,10000,85,1.63,TZ
Minzhu,43.7286,127.3447,Clouds,overcast clouds,290.49,288.85,290.49,290.49,1001,22,10000,100,5.18,CN
Kyakhta,50.3508,106.4494,Clouds,overcast clouds,279.36,277.01,279.36,279.36,1006,44,10000,100,3.15,RU
Bowen,-20.0167,148.2333,Clouds,broken clouds,298.15,298.4,298.15,298.15,1016,65,10000,75,7.72,AU
Lázaro Cárdenas,17.9583,-102.2,Clouds,broken clouds,298.04,298.73,298.04,298.04,1013,82,10000,77,2.02,MX
Ambon City,-3.6954,128.1814,Clouds,overcast clouds,301.93,304.9,301.93,301.93,1010,67,10000,88,2.75,ID
Lovrenc na Pohorju,46.5406,15.3931,Clear,clear sky,281.1,279.9,278.15,283.15,1007,93,10000,0,2.06,SI
Kannapolis,35.4874,-80.6217,Clear,clear sky,294.7,294.58,293.71,295.37,1018,64,10000,1,2.57,US
Salym,60.0625,71.4789,Rain,light rain,280.12,276.95,280.12,280.12,1004,67,10000,76,5.0,RU
San Joaquin,37.9333,-121.3011,Clear,clear sky,293.59,292.53,292.59,294.15,1020,32,10000,1,4.63,US
Båtsfjord,70.6345,29.7185,Snow,light snow,270.15,264.08,270.15,270.15,1005,74,10000,40,5.66,NO
Shimoda,34.6667,138.95,Rain,moderate rain,291.7,291.91,290.93,292.15,1009,88,10000,75,8.75,JP
Lufilufi,-13.8745,-171.5986,Rain,light rain,303.92,312.93,303.71,304.15,1011,79,10000,40,3.6,WS
Bitung,1.4451,125.1824,Clouds,scattered clouds,300.15,303.78,300.15,300.15,1011,89,8000,40,3.09,ID
Acapetahua,15.2833,-92.7,Clouds,overcast clouds,299.15,299.15,299.15,299.15,1013,78,10000,90,1.19,MX
Griffith,41.5284,-87.4237,Rain,light rain,280.56,278.85,280.15,281.15,1012,100,10000,90,2.57,US
Nantucket,41.2835,-70.0995,Mist,mist,281.84,279.05,281.48,282.15,1009,93,8047,90,5.14,US
Honiara,-9.4333,159.95,Clouds,overcast clouds,300.51,303.59,300.51,300.51,1008,79,10000,93,1.48,SB
